#complex,groundtruth,simcomplex,simground,z3res,verificationtime
5*(((y^(~x&(y^z)))&~t)|((y^~(~x&(y&z)))&t))+2*((~(x|y)&~t)|((y^~(x&~z))&t))-5*((~(~x&(y^z))&~t)|(((y&~z)^(x|(y^z)))&t))+3*~(x|(y|(z|t)))+5*~(~x|(y|(z|t)))-7*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))-7*(~x&(~y&(~z&t)))-2*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))-5*(~x&(y&(z&t)))+5*(x&(y&(z&t))),2*(x&(~y&(z&t))),2*(x&(~y&(z&t))),2*(x&(~y&(z&t))),True,0.009588956832885742
2*(((x|(~y&z))&~t)|((z&(x^y))&t))-2*(((~(x|~y)|~(y^z))&~t)|(((x|y)&(y^z))&t))-7*(((y&~z)&~t)|((~x&(y|z))&t))+2*~(x|(y|(z|t)))+9*~(x|(~y|(z|t)))+5*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))+2*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))+9*(~x&(y&(~z&t)))+2*(x&(y&(~z&t)))+5*(~x&(y&(z&t))),-7*(~x&(~y&(z&t))),-7*(~x&(~y&(z&t))),-7*(~x&(~y&(z&t))),True,0.009538412094116211
-1*(((y^~(x|~z))&~t)|((z^~(x&(~y|z)))&t))-5*((((y&~z)^(x|(y^z)))&~t)|((z&(x|~y))&t))+1*(((y^~(x&(y|z)))&~t)|((z^(x|y))&t))-1*~(x|(y|(z|t)))+4*~(~x|(y|(z|t)))+5*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))+5*~(~x|(~y|(~z|t)))+1*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))+4*(~x&(~y&(z&t)))+6*(x&(~y&(z&t))),-6*(x&(y&(z&t)))-1*~(x|(~y|(z|t))),-1*~(x|(~y|(z|t)))-6*(x&(y&(z&t))),-1*~(x|(~y|(z|t)))-6*(x&(y&(z&t))),True,0.009932994842529297
-1*((((y&z)^~(~x&(y^z)))&~t)|(((x|~y)&~(y^z))&t))+4*(((~(x|y)|(y^z))&~t)|((x^(y^z))&t))-3*~(x|(y|(z|t)))-3*~(x|(~y|(z|t)))+2*~(~x|(y|(z|t)))-4*~(x|(y|(~z|t)))-3*~(~x|(y|(~z|t)))+2*(~x&(~y&(~z&t)))-3*(~x&(y&(~z&t)))-3*(x&(~y&(~z&t)))-3*(~x&(~y&(z&t)))-2*(x&(y&(z&t))),2*~(~x|(~y|(z|t)))+1*(((z^(x|(y|z)))&~t)|(~(x^(y&z))&t)),1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+3*~(~x|(~y|(z|t)))+1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(x&(y&(z&t))),1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+3*~(~x|(~y|(z|t)))+1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(x&(y&(z&t))),True,0.011473894119262695
-1*(((~y|(x^z))&~t)|(~(y|~z)&t))+4*(((z^~(x|y))&~t)|(((x&y)|~(y|z))&t))-3*~(x|(y|(z|t)))+1*~(~x|(y|(z|t)))-4*~(x|(~y|(~z|t)))-3*~(~x|(y|(~z|t)))-4*~(~x|(~y|(~z|t)))-4*(~x&(~y&(~z&t)))-5*(x&(~y&(~z&t)))-1*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))-4*(x&(y&(z&t))),-1*(((z^(x&(y|z)))&~t)|((x^z)&t))+5*(x&(y&(~z&t))),-1*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-1*(x&(~y&(~z&t)))+4*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(~x&(y&(z&t))),-1*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-1*(x&(~y&(~z&t)))+4*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(~x&(y&(z&t))),True,0.011391878128051758
1*((~(x&~y)&~t)|(((y&z)^~(x&(y^z)))&t))-1*(((~(x^y)&~(x^z))&~t)|(((x&y)|(y^z))&t))+1*(((y^(x&(~y|z)))&~t)|((y&(x^z))&t))-1*~(~x|(y|(z|t)))-2*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))-1*(~x&(y&(z&t)))+1*(x&(~y&(z&t))),2*~(x|(~y|(z|t)))-1*(x&(y&(z&t))),2*~(x|(~y|(z|t)))-1*(x&(y&(z&t))),2*~(x|(~y|(z|t)))-1*(x&(y&(z&t))),True,0.009858846664428711
1*((((y&~z)^(x|(y^z)))&~t)|((y^~(x|(y&z)))&t))-1*(((x^(~y&z))&~t)|((y^~(x|(~y&z)))&t))+5*(((~(x|y)|~(x^(y^z)))&~t)|((x|(~y&z))&t))-5*~(x|(y|(z|t)))-4*~(~x|(~y|(z|t)))-6*~(~x|(y|(~z|t)))-5*(x&(~y&(~z&t)))-5*(x&(y&(~z&t)))-6*(~x&(~y&(z&t)))-1*(~x&(y&(z&t)))-5*(x&(~y&(z&t)))-5*(x&(y&(z&t))),5*~(x|(~y|(~z|t)))+5*~(x|(y|(~z|t))),5*~((x|~z)|t),5*~((x|~z)|t),True,0.009512662887573242
5*(((y^z)&~t)|(((x&y)^~(x^(y&z)))&t))-2*((~(x|z)&~t)|((z&(x|~y))&t))-5*((~y&~t)|((z^~(x&y))&t))+7*((((x|~y)&~(y^z))&~t)|((y^~(x|z))&t))-3*~(x|(~y|(z|t)))-5*~(~x|(~y|(z|t)))-7*~(~x|(~y|(~z|t)))+5*(x&(~y&(~z&t)))-12*(x&(y&(~z&t)))-3*(~x&(~y&(z&t)))-7*(~x&(y&(z&t)))+2*(x&(~y&(z&t))),2*~(~x|(y|(z|t)))+7*(~x&(~y&(~z&t))),2*~(~x|(y|(z|t)))+7*(~x&(~y&(~z&t))),2*~(~x|(y|(z|t)))+7*(~x&(~y&(~z&t))),True,0.00995635986328125
2*(((z^(~x|(~y&z)))&~t)|((y|~(x|~z))&t))-2*((((x&z)^~(y&~z))&~t)|((x|(y&z))&t))-5*(((z^~(x|y))&~t)|((y^(x|(y|z)))&t))+5*~(x|(y|(z|t)))-2*~(x|(~y|(z|t)))+2*~(~x|(y|(z|t)))+2*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))+3*~(~x|(~y|(~z|t)))-2*(~x&(y&(~z&t)))+7*(x&(~y&(~z&t)))+7*(x&(~y&(z&t))),-7*~(x|(~y|(~z|t)))-3*(~x&(~y&(z&t))),-7*~(x|(~y|(~z|t)))-3*(~x&(~y&(z&t))),-7*~(x|(~y|(~z|t)))-3*(~x&(~y&(z&t))),True,0.009955406188964844
11*((~x&~t)|((y|~(x|z))&t))+5*((((x|y)&(x^(y^z)))&~t)|(~(x|(~y&z))&t))-11*~(x|(y|(z|t)))-11*~(x|(~y|(z|t)))+5*~(~x|(~y|(z|t)))-11*~(x|(y|(~z|t)))-11*~(x|(~y|(~z|t)))-5*~(~x|(~y|(~z|t)))-16*(~x&(~y&(~z&t)))-16*(~x&(y&(~z&t)))-11*(x&(y&(~z&t)))-11*(~x&(y&(z&t))),5*(((z^(x|(y|z)))&~t)|((~x&(y&z))&t))+11*(x&(y&(z&t))),5*~(x|(~y|(z|t)))+5*~(~x|(y|(z|t)))+5*~(~x|(~y|(z|t)))+5*(~x&(y&(z&t)))+11*(x&(y&(z&t))),5*~(x|(~y|(z|t)))+5*~(~x|(y|(z|t)))+5*~(~x|(~y|(z|t)))+5*(~x&(y&(z&t)))+11*(x&(y&(z&t))),True,0.010814666748046875
2*((((x|~y)&~(y^z))&~t)|((y^(x&~z))&t))-1*((~(x|z)&~t)|((x^(~y|z))&t))+4*((~(~x|(y|z))&~t)|((y^(x|~z))&t))-1*~(x|(y|(z|t)))+3*~(x|(~y|(z|t)))-6*~(~x|(y|(z|t)))-3*(~x&(~y&(~z&t)))-2*(~x&(y&(~z&t)))+1*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))-3*(~x&(y&(z&t)))-4*(x&(~y&(z&t))),4*(x&(~y&(~z&t)))+2*(((y&~(x^z))&~t)|(((x|y)&~(y^z))&t)),2*~(x|(~y|(z|t)))+2*~(~x|(~y|(~z|t)))+6*(x&(~y&(~z&t)))+2*(~x&(y&(z&t)))+2*(x&(y&(z&t))),2*~(x|(~y|(z|t)))+2*~(~x|(~y|(~z|t)))+6*(x&(~y&(~z&t)))+2*(~x&(y&(z&t)))+2*(x&(y&(z&t))),True,0.010701656341552734
5*(((y^(x&(y^z)))&~t)|((~(x|~y)|(y^z))&t))-5*(((~(x&y)&(y^z))&~t)|((z&(x|~y))&t))-5*(((y|(x^z))&~t)|((y^(x&~z))&t))-5*(((x|(~y|z))&~t)|((z^(x|(~y&z)))&t))+5*~(x|(~y|(z|t)))+10*~(~x|(y|(z|t)))+10*~(~x|(~y|(z|t)))+15*~(x|(y|(~z|t)))+5*~(x|(~y|(~z|t)))+5*~(~x|(y|(~z|t)))+5*~(~x|(~y|(~z|t)))+10*(x&(~y&(~z&t)))+5*(~x&(y&(z&t))),-10*(x&(y&(z&t)))-5*~(x|(y|(z|t))),-5*~(x|(y|(z|t)))-10*(x&(y&(z&t))),-5*~(x|(y|(z|t)))-10*(x&(y&(z&t))),True,0.00979304313659668
5*((~(~x&(y^z))&~t)|(~(x&z)&t))+5*(((x|(y&z))&~t)|((x^(y|z))&t))+2*~(x|(y|(z|t)))-10*~(~x|(y|(z|t)))-10*~(~x|(~y|(z|t)))-3*~(x|(~y|(~z|t)))-3*~(~x|(y|(~z|t)))-10*~(~x|(~y|(~z|t)))-5*(~x&(~y&(~z&t)))-10*(~x&(y&(~z&t)))-3*(x&(~y&(~z&t)))+2*(x&(y&(~z&t)))-10*(~x&(y&(z&t))),7*(((~(x&y)&~(x^(y^z)))&~t)|((x&~z)&t))+10*(~x&(~y&(z&t))),7*~(x|(y|(z|t)))+7*~(x|(~y|(~z|t)))+7*~(~x|(y|(~z|t)))+7*(x&(~y&(~z&t)))+7*(x&(y&(~z&t)))+10*(~x&(~y&(z&t))),7*~(x|(y|(z|t)))+7*~(x|(~y|(~z|t)))+7*~(~x|(y|(~z|t)))+7*(x&(~y&(~z&t)))+7*(x&(y&(~z&t)))+10*(~x&(~y&(z&t))),True,0.011022806167602539
5*(((z^~(x|(y&z)))&~t)|((y^(~x&(y^z)))&t))+7*(((x&(~y&z))&~t)|((y^(x&(y|z)))&t))+1*~(x|(y|(z|t)))-5*~(x|(~y|(z|t)))+1*~(x|(~y|(~z|t)))-12*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))-1*(~x&(y&(~z&t)))+6*(x&(~y&(~z&t)))-5*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))-7*(x&(~y&(z&t)))+1*(x&(y&(z&t))),6*(((~(x&~y)&~(y^z))&~t)|((~(x|~y)|(x^(y^z)))&t))+6*(~x&(y&(z&t))),6*~(x|(y|(z|t)))+6*~(x|(~y|(~z|t)))+6*~(~x|(~y|(~z|t)))+6*(~x&(y&(~z&t)))+6*(x&(~y&(~z&t)))+6*(~x&(~y&(z&t)))+12*(~x&(y&(z&t)))+6*(x&(y&(z&t))),6*~(x|(y|(z|t)))+6*~(x|(~y|(~z|t)))+6*~(~x|(~y|(~z|t)))+6*(~x&(y&(~z&t)))+6*(x&(~y&(~z&t)))+6*(~x&(~y&(z&t)))+12*(~x&(y&(z&t)))+6*(x&(y&(z&t))),True,0.011731386184692383
1*((~(y^z)&~t)|((z^(x|(~y|z)))&t))-2*((~(x|z)&~t)|((z^~(~x|(~y&z)))&t))-1*~(x|(y|(z|t)))-3*~(~x|(y|(z|t)))-2*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))+1*(x&(~y&(~z&t)))+1*(x&(y&(~z&t)))+2*(~x&(~y&(z&t))),-2*~(x|(~y|(z|t)))-2*(((y^(~x|(~y|z)))&~t)|((z&(x^y))&t)),-2*((~(y&z)&~t)|((z&(x^y))&t)),-2*((~(y&z)&~t)|((z&(x^y))&t)),True,0.009737491607666016
2*(((y&(x^z))&~t)|((y^~(x|(y&z)))&t))+1*(((~(x|y)|~(x^(y^z)))&~t)|(((x&z)^~(y&~z))&t))-1*((~(~x&(y^z))&~t)|(~(~x|(y^z))&t))-11*((((y&~z)|~(~x|(~y&z)))&~t)|((~(x&~y)&~(x^(y^z)))&t))+11*~(x|(~y|(z|t)))+12*~(~x|(y|(z|t)))+9*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))+12*~(~x|(~y|(~z|t)))+8*(~x&(~y&(~z&t)))+9*(x&(y&(~z&t)))-3*(~x&(~y&(z&t))),1*(x&(y&(z&t)))-8*(~x&(y&(z&t))),-8*(~x&(y&(z&t)))+1*(x&(y&(z&t))),-8*(~x&(y&(z&t)))+1*(x&(y&(z&t))),True,0.00989079475402832
-11*((z&~t)|((y^~(x&(y^z)))&t))+11*(((y|z)&~t)|((x|(y|z))&t))-2*(((y^~(x&~z))&~t)|((y^~(x|z))&t))-11*(((z^~(x&(~y&z)))&~t)|((z|~(x|~y))&t))+13*~(x|(y|(z|t)))+11*~(~x|(y|(z|t)))+2*~(~x|(~y|(z|t)))+13*~(~x|(y|(~z|t)))+13*(~x&(~y&(~z&t)))+2*(x&(y&(~z&t)))+11*(~x&(~y&(z&t)))+2*(~x&(y&(z&t)))+2*(x&(y&(z&t))),-2*~(x|(y|(~z|t))),-2*~(x|(y|(~z|t))),-2*~(x|(y|(~z|t))),True,0.009614706039428711
4*((~(~x|(y&z))&~t)|(((x&y)^(y|z))&t))-11*(((x&~y)&~t)|((x^(y&z))&t))+2*(((x|(y|z))&~t)|((~(x&y)&(y^z))&t))+5*(((y^z)&~t)|((y^(x|(~y&z)))&t))-7*~(x|(~y|(z|t)))+5*~(~x|(y|(z|t)))-11*~(~x|(~y|(z|t)))-7*~(x|(y|(~z|t)))-2*~(~x|(~y|(~z|t)))-11*(~x&(y&(~z&t)))+6*(x&(~y&(~z&t)))+11*(x&(y&(~z&t)))-11*(~x&(~y&(z&t))),2*~(x|(~y|(~z|t)))-2*(~x&(y&(z&t))),2*~(x|(~y|(~z|t)))-2*(~x&(y&(z&t))),2*~(x|(~y|(~z|t)))-2*(~x&(y&(z&t))),True,0.009970903396606445
1*((((x&y)^(y|z))&~t)|((y^~(~x&(~y|z)))&t))-3*(((~(x^y)&~(x^z))&~t)|((z^(x|(y&z)))&t))+3*((~(x|(~y|z))&~t)|((y^(~x|(~y&z)))&t))+3*~(x|(y|(z|t)))-4*~(x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))+3*~(~x|(~y|(~z|t)))-3*(~x&(~y&(~z&t)))+2*(x&(~y&(~z&t)))-1*(~x&(y&(z&t)))-4*(x&(~y&(z&t)))-3*(x&(y&(z&t))),1*~(~x|(y|(~z|t))),1*~(~x|(y|(~z|t))),1*~(~x|(y|(~z|t))),True,0.009566545486450195
-6*(((x^(~y|z))&~t)|((y^(~x|(y^z)))&t))-2*(((y|z)&~t)|((~x&(~y|z))&t))+2*(((z^~(~x|(~y&z)))&~t)|((y^(x&(y|z)))&t))+6*~(x|(y|(z|t)))+2*~(x|(~y|(z|t)))-2*~(~x|(y|(z|t)))+6*~(~x|(~y|(z|t)))+6*~(x|(y|(~z|t)))+6*~(x|(~y|(~z|t)))+2*~(~x|(~y|(~z|t)))-2*(~x&(y&(~z&t)))+8*(~x&(~y&(z&t)))+6*(x&(y&(z&t))),-4*(x&(~y&(z&t)))-8*(~x&(~y&(~z&t))),-8*(~x&(~y&(~z&t)))-4*(x&(~y&(z&t))),-8*(~x&(~y&(~z&t)))-4*(x&(~y&(z&t))),True,0.009865999221801758
-6*((~(x|(y&z))&~t)|((y^~(~x&(~y&z)))&t))+2*(((~(x|y)|~(y^z))&~t)|(((x|~y)&~(y^z))&t))-11*((~(~x|(y^z))&~t)|((z^~(x&(y|z)))&t))+6*~(x|(~y|(z|t)))+9*~(~x|(y|(z|t)))+4*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))+9*~(~x|(~y|(~z|t)))+15*(~x&(~y&(~z&t)))+11*(~x&(y&(~z&t)))+15*(x&(~y&(~z&t)))+17*(x&(~y&(z&t)))+9*(x&(y&(z&t))),-4*~(x|(y|(z|t))),-4*~(x|(y|(z|t))),-4*~(x|(y|(z|t))),True,0.009528398513793945
1*(((z^(x&(~y|z)))&~t)|(((x&z)^~(y&~z))&t))+1*(((z^(x|(y&z)))&~t)|((~(x&y)&~(x^(y^z)))&t))-1*((~(x|(y|z))&~t)|(((x&y)|~(x^(y^z)))&t))+1*~(x|(y|(z|t)))-2*~(~x|(y|(z|t)))-1*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))+1*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(~x&(y&(z&t))),-1*(x&(y&(z&t))),-1*(x&(y&(z&t))),-1*(x&(y&(z&t))),True,0.00959014892578125
5*((((x&z)^(x^(y&z)))&~t)|((y^(~x&(y^z)))&t))+7*(((z^~(x|~y))&~t)|((~(x|y)|~(x^(y^z)))&t))-5*((((x&~y)|~(x^(y^z)))&~t)|(~(~x&(y^z))&t))+5*~(x|(y|(z|t)))-7*~(x|(~y|(z|t)))-7*~(x|(y|(~z|t)))-12*~(~x|(~y|(~z|t)))-2*(~x&(~y&(~z&t)))+5*(x&(~y&(~z&t)))-7*(x&(y&(~z&t)))-12*(~x&(~y&(z&t)))-7*(~x&(y&(z&t)))-2*(x&(~y&(z&t))),2*~(~x|(y|(~z|t))),2*~(~x|(y|(~z|t))),2*~(~x|(y|(~z|t))),True,0.009625911712646484
4*((((x&y)^(x^(y&z)))&~t)|(((x&~y)|(y^z))&t))+2*(((~(x&~y)&~(x^(y^z)))&~t)|(((x&z)^~(x^(y&z)))&t))+2*((~(~x|(~y|z))&~t)|((x&~z)&t))-2*~(x|(y|(z|t)))-4*~(~x|(y|(z|t)))-4*~(~x|(~y|(z|t)))-6*~(x|(~y|(~z|t)))-4*~(~x|(y|(~z|t)))-4*~(~x|(~y|(~z|t)))-2*(~x&(~y&(~z&t)))-6*(~x&(y&(~z&t)))-6*(~x&(~y&(z&t)))-6*(x&(~y&(z&t))),6*(x&(~y&(~z&t)))+6*(x&(y&(~z&t))),6*((x&~z)&t),6*((x&~z)&t),True,0.009482860565185547
1*(((z^(x&(y|z)))&~t)|((z^(~x&(y|z)))&t))-2*(((z|~(x^y))&~t)|((x|z)&t))+1*((~(x^(~y&z))&~t)|((z^(~x&(~y|z)))&t))+1*~(x|(y|(z|t)))-1*~(x|(~y|(z|t)))+1*~(~x|(~y|(z|t)))+1*~(x|(y|(~z|t)))+1*~(~x|(y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(~x&(y&(~z&t)))+2*(x&(~y&(~z&t)))+2*(~x&(~y&(z&t)))+2*(~x&(y&(z&t))),-2*(x&(y&(~z&t)))-2*~(~x|(~y|(~z|t))),-2*(x&(y&(z^t))),-2*(x&(y&(z^t))),True,0.009533882141113281
11*(((z^(~x|(~y|z)))&~t)|(((y&z)|(~x&(y|z)))&t))+3*((((y&z)|(x&(y|z)))&~t)|((y|(x^z))&t))-3*((~(y&~z)&~t)|(~(x&y)&t))-8*~(x|(y|(z|t)))-11*~(x|(~y|(z|t)))-8*~(~x|(y|(z|t)))-3*~(~x|(~y|(z|t)))+3*~(x|(y|(~z|t)))+3*(~x&(~y&(~z&t)))-11*(~x&(y&(~z&t)))-3*(x&(y&(~z&t)))-11*(~x&(~y&(z&t)))-11*(~x&(y&(z&t))),14*(x&(y&(z&t)))-3*(x&(~y&(z&t))),-3*(x&(~y&(z&t)))+14*(x&(y&(z&t))),-3*(x&(~y&(z&t)))+14*(x&(y&(z&t))),True,0.009761333465576172
-1*((((y&~z)^(~x|(y^z)))&~t)|(~(x|~y)&t))-3*(((y&~(x^z))&~t)|((~x&(y^z))&t))-1*((((x&z)|~(y|z))&~t)|((z&~(x&y))&t))+2*~(x|(y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+2*~(~x|(y|(~z|t)))+4*~(~x|(~y|(~z|t)))+4*(~x&(y&(~z&t)))+4*(~x&(~y&(z&t)))+2*(~x&(y&(z&t)))+1*(x&(~y&(z&t))),-3*~(x|(~y|(z|t))),-3*~(x|(~y|(z|t))),-3*~(x|(~y|(z|t))),True,0.009628772735595703
5*((~(x|(~y|z))&~t)|((x^(~y&z))&t))+11*(((~x&(y|z))&~t)|((~x|(y&z))&t))+1*((((x&z)^~(x^(~y&z)))&~t)|((z^~(~x|(y&z)))&t))-1*~(x|(y|(z|t)))-17*~(x|(~y|(z|t)))-11*~(x|(y|(~z|t)))-12*~(x|(~y|(~z|t)))-1*~(~x|(~y|(~z|t)))-11*(~x&(~y&(~z&t)))-11*(~x&(y&(~z&t)))-6*(x&(y&(~z&t)))-12*(~x&(y&(z&t)))-17*(x&(y&(z&t))),6*(x&(~y&(~z&t)))+17*(~x&(~y&(z&t))),6*(x&(~y&(~z&t)))+17*(~x&(~y&(z&t))),6*(x&(~y&(~z&t)))+17*(~x&(~y&(z&t))),True,0.009826421737670898
1*(((~x&(y&z))&~t)|(~(x^(y&z))&t))-1*((((y&~z)|~(~x|(~y&z)))&~t)|(~(x&(y|z))&t))+1*((((x|~y)&(y^z))&~t)|((z^~(~x&(y&z)))&t))+1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))-2*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))-2*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))-2*(x&(y&(~z&t)))-1*(~x&(y&(z&t)))-1*(x&(y&(z&t))),1*(~x&(y&(~z&t)))-1*(((z&~(x^y))&~t)|((z^(x|~y))&t)),-1*~(x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))-1*(x&(~y&(~z&t)))-1*(x&(y&(~z&t)))-1*(~x&(y&(z&t))),-1*~(x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))-1*(x&(~y&(~z&t)))-1*(x&(y&(~z&t)))-1*(~x&(y&(z&t))),True,0.011463642120361328
1*~((x&t)|~y)+1*(((~(x^y)&~(x^z))&~t)|((x&(y&z))&t))-1*(((x|~y)&~t)|((z|~(x^y))&t))-1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))-1*(~x&(y&(~z&t)))+1*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(x&(~y&(z&t))),-1*(~x&(~y&(~z&t))),-1*(~x&(~y&(~z&t))),-1*(~x&(~y&(~z&t))),True,0.009525060653686523
4*~((z|~t)&x)-3*((~x&~t)|(((x&~y)|~(y^z))&t))-1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))-4*(x&(y&(~z&t)))-3*(~x&(~y&(z&t)))-1*(~x&(y&(z&t)))+4*(x&(~y&(z&t)))+4*(x&(y&(z&t))),3*(~x&(y&(~z&t)))+1*((~(y&~z)&~t)|((z^~(x|~y))&t)),1*~(x|(y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))+4*(~x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(x&(~y&(z&t)))+1*(x&(y&(z&t))),1*~(x|(y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))+4*(~x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(x&(~y&(z&t)))+1*(x&(y&(z&t))),True,0.012282848358154297
2*((~(y|z)&~t)|((x&y)&t))-5*((~z&~t)|((y^~(~x|(y^z)))&t))-5*(((~x|(~y&z))&~t)|(~(x|(~y|z))&t))+8*~(x|(y|(z|t)))+10*~(x|(~y|(z|t)))+5*~(~x|(~y|(z|t)))+5*~(x|(~y|(~z|t)))+5*~(~x|(y|(~z|t)))+10*(~x&(y&(~z&t)))+5*(x&(~y&(~z&t)))+3*(x&(y&(~z&t)))+5*(~x&(y&(z&t)))-2*(x&(y&(z&t))),-3*~(~x|(y|(z|t)))-5*~(x|(y|(~z|t))),-3*~(~x|(y|(z|t)))-5*~(x|(y|(~z|t))),-3*~(~x|(y|(z|t)))-5*~(x|(y|(~z|t))),True,0.009990930557250977
2*((((x&z)^~(x^(~y&z)))&~t)|((x&(~y&z))&t))+1*(((y^~(~x&(y^z)))&~t)|(~(~x|(y|z))&t))-3*(((x^(y|z))&~t)|(((x&z)|~(y|z))&t))-2*(((z&~(x^y))&~t)|((y^~(~x|(~y&z)))&t))-3*~(x|(y|(z|t)))+5*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))+3*(~x&(~y&(~z&t)))+2*(~x&(y&(~z&t)))+4*(x&(~y&(~z&t)))+2*(~x&(y&(z&t)))+1*(x&(~y&(z&t))),-2*~(~x|(y|(z|t)))-3*(x&(y&(z&t))),-2*~(~x|(y|(z|t)))-3*(x&(y&(z&t))),-2*~(~x|(y|(z|t)))-3*(x&(y&(z&t))),True,0.00992584228515625
5*(((y^(x&~z))&~t)|((z^(~x|(~y|z)))&t))-2*~(x|(y|(z|t)))-5*~(x|(~y|(z|t)))-7*~(~x|(y|(z|t)))-3*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))-5*~(~x|(~y|(~z|t)))-5*(~x&(~y&(~z&t)))-3*(~x&(y&(~z&t)))-5*(x&(~y&(~z&t)))+2*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))+2*(x&(~y&(z&t))),-2*((((x&z)|~(y|z))&~t)|(((x|~y)&(x^(y^z)))&t))+2*(((y&z)&~t)|(~(~x&(~y|z))&t)),-2*~(x|(y|(z|t)))-2*~(~x|(y|(z|t)))+2*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))+2*(~x&(y&(~z&t)))+2*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))+2*(x&(~y&(z&t))),-2*~(x|(y|(z|t)))-2*~(~x|(y|(z|t)))+2*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))+2*(~x&(y&(~z&t)))+2*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))+2*(x&(~y&(z&t))),True,0.011862993240356445
