#complex,groundtruth,simplifiedcomplex,simplifiedgroundtruth,z3flag,simtime
5*(((y^(~x&(y^z)))&~t)|((y^~(~x&(y&z)))&t))+2*((~(x|y)&~t)|((y^~(x&~z))&t))-5*((~(~x&(y^z))&~t)|(((y&~z)^(x|(y^z)))&t))+3*~(x|(y|(z|t)))+5*~(~x|(y|(z|t)))-7*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))-7*(~x&(~y&(~z&t)))-2*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))-5*(~x&(y&(z&t)))+5*(x&(y&(z&t))),2*(x&(~y&(z&t))),2*(x&(~y&(z&t))),2*(x&(~y&(z&t))),True,0.29474878311157227
2*(((x|(~y&z))&~t)|((z&(x^y))&t))-2*(((~(x|~y)|~(y^z))&~t)|(((x|y)&(y^z))&t))-7*(((y&~z)&~t)|((~x&(y|z))&t))+2*~(x|(y|(z|t)))+9*~(x|(~y|(z|t)))+5*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))+2*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))+9*(~x&(y&(~z&t)))+2*(x&(y&(~z&t)))+5*(~x&(y&(z&t))),-7*(~x&(~y&(z&t))),-7*(~x&(~y&(z&t))),-7*(~x&(~y&(z&t))),True,0.29924631118774414
-1*(((y^~(x|~z))&~t)|((z^~(x&(~y|z)))&t))-5*((((y&~z)^(x|(y^z)))&~t)|((z&(x|~y))&t))+1*(((y^~(x&(y|z)))&~t)|((z^(x|y))&t))-1*~(x|(y|(z|t)))+4*~(~x|(y|(z|t)))+5*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))+5*~(~x|(~y|(~z|t)))+1*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))+4*(~x&(~y&(z&t)))+6*(x&(~y&(z&t))),-6*(x&(y&(z&t)))-1*~(x|(~y|(z|t))),-1*~(x|(~y|(z|t)))-6*(x&(y&(z&t))),-1*~(x|(~y|(z|t)))-6*(x&(y&(z&t))),True,0.2952995300292969
-1*((((y&z)^~(~x&(y^z)))&~t)|(((x|~y)&~(y^z))&t))+4*(((~(x|y)|(y^z))&~t)|((x^(y^z))&t))-3*~(x|(y|(z|t)))-3*~(x|(~y|(z|t)))+2*~(~x|(y|(z|t)))-4*~(x|(y|(~z|t)))-3*~(~x|(y|(~z|t)))+2*(~x&(~y&(~z&t)))-3*(~x&(y&(~z&t)))-3*(x&(~y&(~z&t)))-3*(~x&(~y&(z&t)))-2*(x&(y&(z&t))),2*~(~x|(~y|(z|t)))+1*(((z^(x|(y|z)))&~t)|(~(x^(y&z))&t)),1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+3*~(~x|(~y|(z|t)))+1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(x&(y&(z&t))),1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+3*~(~x|(~y|(z|t)))+1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(x&(y&(z&t))),True,0.2949662208557129
-1*(((~y|(x^z))&~t)|(~(y|~z)&t))+4*(((z^~(x|y))&~t)|(((x&y)|~(y|z))&t))-3*~(x|(y|(z|t)))+1*~(~x|(y|(z|t)))-4*~(x|(~y|(~z|t)))-3*~(~x|(y|(~z|t)))-4*~(~x|(~y|(~z|t)))-4*(~x&(~y&(~z&t)))-5*(x&(~y&(~z&t)))-1*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))-4*(x&(y&(z&t))),-1*(((z^(x&(y|z)))&~t)|((x^z)&t))+5*(x&(y&(~z&t))),-1*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-1*(x&(~y&(~z&t)))+4*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(~x&(y&(z&t))),-1*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-1*(x&(~y&(~z&t)))+4*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(~x&(y&(z&t))),True,0.29888415336608887
1*((~(x&~y)&~t)|(((y&z)^~(x&(y^z)))&t))-1*(((~(x^y)&~(x^z))&~t)|(((x&y)|(y^z))&t))+1*(((y^(x&(~y|z)))&~t)|((y&(x^z))&t))-1*~(~x|(y|(z|t)))-2*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))-1*(~x&(y&(z&t)))+1*(x&(~y&(z&t))),2*~(x|(~y|(z|t)))-1*(x&(y&(z&t))),2*~(x|(~y|(z|t)))-1*(x&(y&(z&t))),2*~(x|(~y|(z|t)))-1*(x&(y&(z&t))),True,0.2962076663970947
1*((((y&~z)^(x|(y^z)))&~t)|((y^~(x|(y&z)))&t))-1*(((x^(~y&z))&~t)|((y^~(x|(~y&z)))&t))+5*(((~(x|y)|~(x^(y^z)))&~t)|((x|(~y&z))&t))-5*~(x|(y|(z|t)))-4*~(~x|(~y|(z|t)))-6*~(~x|(y|(~z|t)))-5*(x&(~y&(~z&t)))-5*(x&(y&(~z&t)))-6*(~x&(~y&(z&t)))-1*(~x&(y&(z&t)))-5*(x&(~y&(z&t)))-5*(x&(y&(z&t))),5*~(x|(~y|(~z|t)))+5*~(x|(y|(~z|t))),5*~((x|~z)|t),5*~((x|~z)|t),True,0.29678845405578613
5*(((y^z)&~t)|(((x&y)^~(x^(y&z)))&t))-2*((~(x|z)&~t)|((z&(x|~y))&t))-5*((~y&~t)|((z^~(x&y))&t))+7*((((x|~y)&~(y^z))&~t)|((y^~(x|z))&t))-3*~(x|(~y|(z|t)))-5*~(~x|(~y|(z|t)))-7*~(~x|(~y|(~z|t)))+5*(x&(~y&(~z&t)))-12*(x&(y&(~z&t)))-3*(~x&(~y&(z&t)))-7*(~x&(y&(z&t)))+2*(x&(~y&(z&t))),2*~(~x|(y|(z|t)))+7*(~x&(~y&(~z&t))),2*~(~x|(y|(z|t)))+7*(~x&(~y&(~z&t))),2*~(~x|(y|(z|t)))+7*(~x&(~y&(~z&t))),True,0.30028700828552246
2*(((z^(~x|(~y&z)))&~t)|((y|~(x|~z))&t))-2*((((x&z)^~(y&~z))&~t)|((x|(y&z))&t))-5*(((z^~(x|y))&~t)|((y^(x|(y|z)))&t))+5*~(x|(y|(z|t)))-2*~(x|(~y|(z|t)))+2*~(~x|(y|(z|t)))+2*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))+3*~(~x|(~y|(~z|t)))-2*(~x&(y&(~z&t)))+7*(x&(~y&(~z&t)))+7*(x&(~y&(z&t))),-7*~(x|(~y|(~z|t)))-3*(~x&(~y&(z&t))),-7*~(x|(~y|(~z|t)))-3*(~x&(~y&(z&t))),-7*~(x|(~y|(~z|t)))-3*(~x&(~y&(z&t))),True,0.29607486724853516
11*((~x&~t)|((y|~(x|z))&t))+5*((((x|y)&(x^(y^z)))&~t)|(~(x|(~y&z))&t))-11*~(x|(y|(z|t)))-11*~(x|(~y|(z|t)))+5*~(~x|(~y|(z|t)))-11*~(x|(y|(~z|t)))-11*~(x|(~y|(~z|t)))-5*~(~x|(~y|(~z|t)))-16*(~x&(~y&(~z&t)))-16*(~x&(y&(~z&t)))-11*(x&(y&(~z&t)))-11*(~x&(y&(z&t))),5*(((z^(x|(y|z)))&~t)|((~x&(y&z))&t))+11*(x&(y&(z&t))),5*~(x|(~y|(z|t)))+5*~(~x|(y|(z|t)))+5*~(~x|(~y|(z|t)))+5*(~x&(y&(z&t)))+11*(x&(y&(z&t))),5*~(x|(~y|(z|t)))+5*~(~x|(y|(z|t)))+5*~(~x|(~y|(z|t)))+5*(~x&(y&(z&t)))+11*(x&(y&(z&t))),True,0.2973473072052002
2*((((x|~y)&~(y^z))&~t)|((y^(x&~z))&t))-1*((~(x|z)&~t)|((x^(~y|z))&t))+4*((~(~x|(y|z))&~t)|((y^(x|~z))&t))-1*~(x|(y|(z|t)))+3*~(x|(~y|(z|t)))-6*~(~x|(y|(z|t)))-3*(~x&(~y&(~z&t)))-2*(~x&(y&(~z&t)))+1*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))-3*(~x&(y&(z&t)))-4*(x&(~y&(z&t))),4*(x&(~y&(~z&t)))+2*(((y&~(x^z))&~t)|(((x|y)&~(y^z))&t)),2*~(x|(~y|(z|t)))+2*~(~x|(~y|(~z|t)))+6*(x&(~y&(~z&t)))+2*(~x&(y&(z&t)))+2*(x&(y&(z&t))),2*~(x|(~y|(z|t)))+2*~(~x|(~y|(~z|t)))+6*(x&(~y&(~z&t)))+2*(~x&(y&(z&t)))+2*(x&(y&(z&t))),True,0.29814600944519043
5*(((y^(x&(y^z)))&~t)|((~(x|~y)|(y^z))&t))-5*(((~(x&y)&(y^z))&~t)|((z&(x|~y))&t))-5*(((y|(x^z))&~t)|((y^(x&~z))&t))-5*(((x|(~y|z))&~t)|((z^(x|(~y&z)))&t))+5*~(x|(~y|(z|t)))+10*~(~x|(y|(z|t)))+10*~(~x|(~y|(z|t)))+15*~(x|(y|(~z|t)))+5*~(x|(~y|(~z|t)))+5*~(~x|(y|(~z|t)))+5*~(~x|(~y|(~z|t)))+10*(x&(~y&(~z&t)))+5*(~x&(y&(z&t))),-10*(x&(y&(z&t)))-5*~(x|(y|(z|t))),-5*~(x|(y|(z|t)))-10*(x&(y&(z&t))),-5*~(x|(y|(z|t)))-10*(x&(y&(z&t))),True,0.29794931411743164
5*((~(~x&(y^z))&~t)|(~(x&z)&t))+5*(((x|(y&z))&~t)|((x^(y|z))&t))+2*~(x|(y|(z|t)))-10*~(~x|(y|(z|t)))-10*~(~x|(~y|(z|t)))-3*~(x|(~y|(~z|t)))-3*~(~x|(y|(~z|t)))-10*~(~x|(~y|(~z|t)))-5*(~x&(~y&(~z&t)))-10*(~x&(y&(~z&t)))-3*(x&(~y&(~z&t)))+2*(x&(y&(~z&t)))-10*(~x&(y&(z&t))),7*(((~(x&y)&~(x^(y^z)))&~t)|((x&~z)&t))+10*(~x&(~y&(z&t))),7*~(x|(y|(z|t)))+7*~(x|(~y|(~z|t)))+7*~(~x|(y|(~z|t)))+7*(x&(~y&(~z&t)))+7*(x&(y&(~z&t)))+10*(~x&(~y&(z&t))),7*~(x|(y|(z|t)))+7*~(x|(~y|(~z|t)))+7*~(~x|(y|(~z|t)))+7*(x&(~y&(~z&t)))+7*(x&(y&(~z&t)))+10*(~x&(~y&(z&t))),True,0.29557108879089355
5*(((z^~(x|(y&z)))&~t)|((y^(~x&(y^z)))&t))+7*(((x&(~y&z))&~t)|((y^(x&(y|z)))&t))+1*~(x|(y|(z|t)))-5*~(x|(~y|(z|t)))+1*~(x|(~y|(~z|t)))-12*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))-1*(~x&(y&(~z&t)))+6*(x&(~y&(~z&t)))-5*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))-7*(x&(~y&(z&t)))+1*(x&(y&(z&t))),6*(((~(x&~y)&~(y^z))&~t)|((~(x|~y)|(x^(y^z)))&t))+6*(~x&(y&(z&t))),6*~(x|(y|(z|t)))+6*~(x|(~y|(~z|t)))+6*~(~x|(~y|(~z|t)))+6*(~x&(y&(~z&t)))+6*(x&(~y&(~z&t)))+6*(~x&(~y&(z&t)))+12*(~x&(y&(z&t)))+6*(x&(y&(z&t))),6*~(x|(y|(z|t)))+6*~(x|(~y|(~z|t)))+6*~(~x|(~y|(~z|t)))+6*(~x&(y&(~z&t)))+6*(x&(~y&(~z&t)))+6*(~x&(~y&(z&t)))+12*(~x&(y&(z&t)))+6*(x&(y&(z&t))),True,0.30005931854248047
1*((~(y^z)&~t)|((z^(x|(~y|z)))&t))-2*((~(x|z)&~t)|((z^~(~x|(~y&z)))&t))-1*~(x|(y|(z|t)))-3*~(~x|(y|(z|t)))-2*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))+1*(x&(~y&(~z&t)))+1*(x&(y&(~z&t)))+2*(~x&(~y&(z&t))),-2*~(x|(~y|(z|t)))-2*(((y^(~x|(~y|z)))&~t)|((z&(x^y))&t)),-2*((~(y&z)&~t)|((z&(x^y))&t)),-2*((~(y&z)&~t)|((z&(x^y))&t)),True,0.29451608657836914
2*(((y&(x^z))&~t)|((y^~(x|(y&z)))&t))+1*(((~(x|y)|~(x^(y^z)))&~t)|(((x&z)^~(y&~z))&t))-1*((~(~x&(y^z))&~t)|(~(~x|(y^z))&t))-11*((((y&~z)|~(~x|(~y&z)))&~t)|((~(x&~y)&~(x^(y^z)))&t))+11*~(x|(~y|(z|t)))+12*~(~x|(y|(z|t)))+9*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))+12*~(~x|(~y|(~z|t)))+8*(~x&(~y&(~z&t)))+9*(x&(y&(~z&t)))-3*(~x&(~y&(z&t))),1*(x&(y&(z&t)))-8*(~x&(y&(z&t))),-8*(~x&(y&(z&t)))+1*(x&(y&(z&t))),-8*(~x&(y&(z&t)))+1*(x&(y&(z&t))),True,0.2960541248321533
-11*((z&~t)|((y^~(x&(y^z)))&t))+11*(((y|z)&~t)|((x|(y|z))&t))-2*(((y^~(x&~z))&~t)|((y^~(x|z))&t))-11*(((z^~(x&(~y&z)))&~t)|((z|~(x|~y))&t))+13*~(x|(y|(z|t)))+11*~(~x|(y|(z|t)))+2*~(~x|(~y|(z|t)))+13*~(~x|(y|(~z|t)))+13*(~x&(~y&(~z&t)))+2*(x&(y&(~z&t)))+11*(~x&(~y&(z&t)))+2*(~x&(y&(z&t)))+2*(x&(y&(z&t))),-2*~(x|(y|(~z|t))),-2*~(x|(y|(~z|t))),-2*~(x|(y|(~z|t))),True,0.299973726272583
4*((~(~x|(y&z))&~t)|(((x&y)^(y|z))&t))-11*(((x&~y)&~t)|((x^(y&z))&t))+2*(((x|(y|z))&~t)|((~(x&y)&(y^z))&t))+5*(((y^z)&~t)|((y^(x|(~y&z)))&t))-7*~(x|(~y|(z|t)))+5*~(~x|(y|(z|t)))-11*~(~x|(~y|(z|t)))-7*~(x|(y|(~z|t)))-2*~(~x|(~y|(~z|t)))-11*(~x&(y&(~z&t)))+6*(x&(~y&(~z&t)))+11*(x&(y&(~z&t)))-11*(~x&(~y&(z&t))),2*~(x|(~y|(~z|t)))-2*(~x&(y&(z&t))),2*~(x|(~y|(~z|t)))-2*(~x&(y&(z&t))),2*~(x|(~y|(~z|t)))-2*(~x&(y&(z&t))),True,0.2958848476409912
1*((((x&y)^(y|z))&~t)|((y^~(~x&(~y|z)))&t))-3*(((~(x^y)&~(x^z))&~t)|((z^(x|(y&z)))&t))+3*((~(x|(~y|z))&~t)|((y^(~x|(~y&z)))&t))+3*~(x|(y|(z|t)))-4*~(x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))+3*~(~x|(~y|(~z|t)))-3*(~x&(~y&(~z&t)))+2*(x&(~y&(~z&t)))-1*(~x&(y&(z&t)))-4*(x&(~y&(z&t)))-3*(x&(y&(z&t))),1*~(~x|(y|(~z|t))),1*~(~x|(y|(~z|t))),1*~(~x|(y|(~z|t))),True,0.29616403579711914
-6*(((x^(~y|z))&~t)|((y^(~x|(y^z)))&t))-2*(((y|z)&~t)|((~x&(~y|z))&t))+2*(((z^~(~x|(~y&z)))&~t)|((y^(x&(y|z)))&t))+6*~(x|(y|(z|t)))+2*~(x|(~y|(z|t)))-2*~(~x|(y|(z|t)))+6*~(~x|(~y|(z|t)))+6*~(x|(y|(~z|t)))+6*~(x|(~y|(~z|t)))+2*~(~x|(~y|(~z|t)))-2*(~x&(y&(~z&t)))+8*(~x&(~y&(z&t)))+6*(x&(y&(z&t))),-4*(x&(~y&(z&t)))-8*(~x&(~y&(~z&t))),-8*(~x&(~y&(~z&t)))-4*(x&(~y&(z&t))),-8*(~x&(~y&(~z&t)))-4*(x&(~y&(z&t))),True,0.298020601272583
-6*((~(x|(y&z))&~t)|((y^~(~x&(~y&z)))&t))+2*(((~(x|y)|~(y^z))&~t)|(((x|~y)&~(y^z))&t))-11*((~(~x|(y^z))&~t)|((z^~(x&(y|z)))&t))+6*~(x|(~y|(z|t)))+9*~(~x|(y|(z|t)))+4*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))+9*~(~x|(~y|(~z|t)))+15*(~x&(~y&(~z&t)))+11*(~x&(y&(~z&t)))+15*(x&(~y&(~z&t)))+17*(x&(~y&(z&t)))+9*(x&(y&(z&t))),-4*~(x|(y|(z|t))),-4*~(x|(y|(z|t))),-4*~(x|(y|(z|t))),True,0.2966310977935791
1*(((z^(x&(~y|z)))&~t)|(((x&z)^~(y&~z))&t))+1*(((z^(x|(y&z)))&~t)|((~(x&y)&~(x^(y^z)))&t))-1*((~(x|(y|z))&~t)|(((x&y)|~(x^(y^z)))&t))+1*~(x|(y|(z|t)))-2*~(~x|(y|(z|t)))-1*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))+1*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(~x&(y&(z&t))),-1*(x&(y&(z&t))),-1*(x&(y&(z&t))),-1*(x&(y&(z&t))),True,0.29640936851501465
5*((((x&z)^(x^(y&z)))&~t)|((y^(~x&(y^z)))&t))+7*(((z^~(x|~y))&~t)|((~(x|y)|~(x^(y^z)))&t))-5*((((x&~y)|~(x^(y^z)))&~t)|(~(~x&(y^z))&t))+5*~(x|(y|(z|t)))-7*~(x|(~y|(z|t)))-7*~(x|(y|(~z|t)))-12*~(~x|(~y|(~z|t)))-2*(~x&(~y&(~z&t)))+5*(x&(~y&(~z&t)))-7*(x&(y&(~z&t)))-12*(~x&(~y&(z&t)))-7*(~x&(y&(z&t)))-2*(x&(~y&(z&t))),2*~(~x|(y|(~z|t))),2*~(~x|(y|(~z|t))),2*~(~x|(y|(~z|t))),True,0.29977917671203613
4*((((x&y)^(x^(y&z)))&~t)|(((x&~y)|(y^z))&t))+2*(((~(x&~y)&~(x^(y^z)))&~t)|(((x&z)^~(x^(y&z)))&t))+2*((~(~x|(~y|z))&~t)|((x&~z)&t))-2*~(x|(y|(z|t)))-4*~(~x|(y|(z|t)))-4*~(~x|(~y|(z|t)))-6*~(x|(~y|(~z|t)))-4*~(~x|(y|(~z|t)))-4*~(~x|(~y|(~z|t)))-2*(~x&(~y&(~z&t)))-6*(~x&(y&(~z&t)))-6*(~x&(~y&(z&t)))-6*(x&(~y&(z&t))),6*(x&(~y&(~z&t)))+6*(x&(y&(~z&t))),6*((x&~z)&t),6*((x&~z)&t),True,0.2971835136413574
1*(((z^(x&(y|z)))&~t)|((z^(~x&(y|z)))&t))-2*(((z|~(x^y))&~t)|((x|z)&t))+1*((~(x^(~y&z))&~t)|((z^(~x&(~y|z)))&t))+1*~(x|(y|(z|t)))-1*~(x|(~y|(z|t)))+1*~(~x|(~y|(z|t)))+1*~(x|(y|(~z|t)))+1*~(~x|(y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(~x&(y&(~z&t)))+2*(x&(~y&(~z&t)))+2*(~x&(~y&(z&t)))+2*(~x&(y&(z&t))),-2*(x&(y&(~z&t)))-2*~(~x|(~y|(~z|t))),-2*(x&(y&(z^t))),-2*(x&(y&(z^t))),True,0.29682135581970215
11*(((z^(~x|(~y|z)))&~t)|(((y&z)|(~x&(y|z)))&t))+3*((((y&z)|(x&(y|z)))&~t)|((y|(x^z))&t))-3*((~(y&~z)&~t)|(~(x&y)&t))-8*~(x|(y|(z|t)))-11*~(x|(~y|(z|t)))-8*~(~x|(y|(z|t)))-3*~(~x|(~y|(z|t)))+3*~(x|(y|(~z|t)))+3*(~x&(~y&(~z&t)))-11*(~x&(y&(~z&t)))-3*(x&(y&(~z&t)))-11*(~x&(~y&(z&t)))-11*(~x&(y&(z&t))),14*(x&(y&(z&t)))-3*(x&(~y&(z&t))),-3*(x&(~y&(z&t)))+14*(x&(y&(z&t))),-3*(x&(~y&(z&t)))+14*(x&(y&(z&t))),True,0.2989480495452881
-1*((((y&~z)^(~x|(y^z)))&~t)|(~(x|~y)&t))-3*(((y&~(x^z))&~t)|((~x&(y^z))&t))-1*((((x&z)|~(y|z))&~t)|((z&~(x&y))&t))+2*~(x|(y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+2*~(~x|(y|(~z|t)))+4*~(~x|(~y|(~z|t)))+4*(~x&(y&(~z&t)))+4*(~x&(~y&(z&t)))+2*(~x&(y&(z&t)))+1*(x&(~y&(z&t))),-3*~(x|(~y|(z|t))),-3*~(x|(~y|(z|t))),-3*~(x|(~y|(z|t))),True,0.2970242500305176
5*((~(x|(~y|z))&~t)|((x^(~y&z))&t))+11*(((~x&(y|z))&~t)|((~x|(y&z))&t))+1*((((x&z)^~(x^(~y&z)))&~t)|((z^~(~x|(y&z)))&t))-1*~(x|(y|(z|t)))-17*~(x|(~y|(z|t)))-11*~(x|(y|(~z|t)))-12*~(x|(~y|(~z|t)))-1*~(~x|(~y|(~z|t)))-11*(~x&(~y&(~z&t)))-11*(~x&(y&(~z&t)))-6*(x&(y&(~z&t)))-12*(~x&(y&(z&t)))-17*(x&(y&(z&t))),6*(x&(~y&(~z&t)))+17*(~x&(~y&(z&t))),6*(x&(~y&(~z&t)))+17*(~x&(~y&(z&t))),6*(x&(~y&(~z&t)))+17*(~x&(~y&(z&t))),True,0.2961254119873047
1*(((~x&(y&z))&~t)|(~(x^(y&z))&t))-1*((((y&~z)|~(~x|(~y&z)))&~t)|(~(x&(y|z))&t))+1*((((x|~y)&(y^z))&~t)|((z^~(~x&(y&z)))&t))+1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))-2*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))-2*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))-2*(x&(y&(~z&t)))-1*(~x&(y&(z&t)))-1*(x&(y&(z&t))),1*(~x&(y&(~z&t)))-1*(((z&~(x^y))&~t)|((z^(x|~y))&t)),-1*~(x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))-1*(x&(~y&(~z&t)))-1*(x&(y&(~z&t)))-1*(~x&(y&(z&t))),-1*~(x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))-1*(x&(~y&(~z&t)))-1*(x&(y&(~z&t)))-1*(~x&(y&(z&t))),True,0.3004190921783447
1*~((x&t)|~y)+1*(((~(x^y)&~(x^z))&~t)|((x&(y&z))&t))-1*(((x|~y)&~t)|((z|~(x^y))&t))-1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))-1*(~x&(y&(~z&t)))+1*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(x&(~y&(z&t))),-1*(~x&(~y&(~z&t))),-1*(~x&(~y&(~z&t))),-1*(~x&(~y&(~z&t))),True,0.2966301441192627
4*~((z|~t)&x)-3*((~x&~t)|(((x&~y)|~(y^z))&t))-1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))-4*(x&(y&(~z&t)))-3*(~x&(~y&(z&t)))-1*(~x&(y&(z&t)))+4*(x&(~y&(z&t)))+4*(x&(y&(z&t))),3*(~x&(y&(~z&t)))+1*((~(y&~z)&~t)|((z^~(x|~y))&t)),1*~(x|(y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))+4*(~x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(x&(~y&(z&t)))+1*(x&(y&(z&t))),1*~(x|(y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))+4*(~x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(x&(~y&(z&t)))+1*(x&(y&(z&t))),True,0.29536008834838867
2*((~(y|z)&~t)|((x&y)&t))-5*((~z&~t)|((y^~(~x|(y^z)))&t))-5*(((~x|(~y&z))&~t)|(~(x|(~y|z))&t))+8*~(x|(y|(z|t)))+10*~(x|(~y|(z|t)))+5*~(~x|(~y|(z|t)))+5*~(x|(~y|(~z|t)))+5*~(~x|(y|(~z|t)))+10*(~x&(y&(~z&t)))+5*(x&(~y&(~z&t)))+3*(x&(y&(~z&t)))+5*(~x&(y&(z&t)))-2*(x&(y&(z&t))),-3*~(~x|(y|(z|t)))-5*~(x|(y|(~z|t))),-3*~(~x|(y|(z|t)))-5*~(x|(y|(~z|t))),-3*~(~x|(y|(z|t)))-5*~(x|(y|(~z|t))),True,0.2995283603668213
2*((((x&z)^~(x^(~y&z)))&~t)|((x&(~y&z))&t))+1*(((y^~(~x&(y^z)))&~t)|(~(~x|(y|z))&t))-3*(((x^(y|z))&~t)|(((x&z)|~(y|z))&t))-2*(((z&~(x^y))&~t)|((y^~(~x|(~y&z)))&t))-3*~(x|(y|(z|t)))+5*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))+3*(~x&(~y&(~z&t)))+2*(~x&(y&(~z&t)))+4*(x&(~y&(~z&t)))+2*(~x&(y&(z&t)))+1*(x&(~y&(z&t))),-2*~(~x|(y|(z|t)))-3*(x&(y&(z&t))),-2*~(~x|(y|(z|t)))-3*(x&(y&(z&t))),-2*~(~x|(y|(z|t)))-3*(x&(y&(z&t))),True,0.29602980613708496
5*(((y^(x&~z))&~t)|((z^(~x|(~y|z)))&t))-2*~(x|(y|(z|t)))-5*~(x|(~y|(z|t)))-7*~(~x|(y|(z|t)))-3*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))-5*~(~x|(~y|(~z|t)))-5*(~x&(~y&(~z&t)))-3*(~x&(y&(~z&t)))-5*(x&(~y&(~z&t)))+2*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))+2*(x&(~y&(z&t))),-2*((((x&z)|~(y|z))&~t)|(((x|~y)&(x^(y^z)))&t))+2*(((y&z)&~t)|(~(~x&(~y|z))&t)),-2*~(x|(y|(z|t)))-2*~(~x|(y|(z|t)))+2*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))+2*(~x&(y&(~z&t)))+2*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))+2*(x&(~y&(z&t))),-2*~(x|(y|(z|t)))-2*~(~x|(y|(z|t)))+2*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))+2*(~x&(y&(~z&t)))+2*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))+2*(x&(~y&(z&t))),True,0.29734110832214355
