#complex,groundtruth,simcomplex,simground,boolectorres,verificationtime
2*(y^(~x|(~y&z)))+2*(~(x|y)|(x^(y^z)))+1*(~x|(y^z))+5*((x&z)^(y|z))-5*~(x|(y|z))-8*~(x|(~y|z))-2*~(~x|(y|z))-10*(~x&(~y&z))-6*(~x&(y&z))-4*(x&(y&z)),8*~(~x|(~y|z))+3*(x&(~y&z)),8*~(~x|(~y|z))+3*(x&(~y&z)), 8*~(~x|(~y|z))+3*(x&(~y&z)),True,0.000216960906982
7*(y^~(x|(y^z)))+3*(x|(y|z))+11*((x&~y)|~(x^(y^z)))-2*(~(x&y)&~(y^z))-16*~(x|(y|z))-12*~(~x|(y|z))-3*(~x&(~y&z))-12*(~x&(y&z))-14*(x&(~y&z))-10*(x&(y&z)),10*~(x|(~y|z))+21*~(~x|(~y|z)),10*~(x|(~y|z))+21*~(~x|(~y|z)), 10*~(x|(~y|z))+21*~(~x|(~y|z)),True,0.00021505355835
-3*((~(y|~z)&~t)|((y&(x|z))&t))-3*(((z^~(~x&(y&z)))&~t)|(((x^y)|(x^z))&t))+3*((~(x|(~y&z))&~t)|(((y&~z)|~(~x|(~y&z)))&t))+3*~(~x|(y|(z|t)))+3*~(~x|(~y|(z|t)))+3*~(x|(y|(~z|t)))+3*~(~x|(y|(~z|t)))+6*(~x&(y&(z&t)))+3*(x&(~y&(z&t))),-3*(~x&(~y&(z&t)))-3*(x&(y&(~z&t))),-3*(((x&~x)&~t)|((~(x^y)&(x^z))&t)), -3*(((x&~x)&~t)|((~(x^y)&(x^z))&t)),True,0.000220060348511
-1*((~(x^(~y&z))&~t)|((z^(~x|(y&z)))&t))+1*((((x&y)^(x^(y&z)))&~t)|(((x&~y)|~(y^z))&t))+1*(((z^~(x&y))&~t)|(((x|y)&~(x^(y^z)))&t))-2*~(~x|(y|(z|t)))-2*~(~x|(~y|(~z|t)))+1*(~x&(y&(~z&t)))-1*(x&(~y&(~z&t)))-2*(~x&(y&(z&t)))-1*(x&(y&(z&t))),1*(x&(y&(~z&t)))+1*(x&(~y&(z&t))),1*(((x&~x)&~t)|((x&(y^z))&t)), 1*(((x&~x)&~t)|((x&(y^z))&t)),True,0.000208854675293
1*(((y^~(~x&(y|z)))&~t)|((x&(y&z))&t))+5*(((z^~(x&(y|z)))&~t)|((y&(x^z))&t))-1*(((z|~(x|y))&~t)|((y&~(x^z))&t))-5*~(x|(y|(z|t)))-6*~(x|(~y|(z|t)))-5*~(~x|(y|(~z|t)))-4*~(~x|(~y|(~z|t)))+1*(~x&(y&(~z&t)))-5*(x&(y&(~z&t)))-5*(~x&(y&(z&t))),6*~(~x|(y|(z|t)))-1*~(x|(y|(~z|t))),6*~(~x|(y|(z|t)))-1*~(x|(y|(~z|t))), 6*~(~x|(y|(z|t)))-1*~(x|(y|(~z|t))),True,0.000226020812988
1*((((x|~y)&(x^(y^z)))&~t)|((y&~(x&z))&t))+5*((~(~x|(~y&z))&~t)|((~(x&~y)&(x^(y^z)))&t))+1*(((y^(~x&(y|z)))&~t)|(((x&y)^(x^(~y|z)))&t))-2*~(x|(y|(~z|t)))-7*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))-6*(~x&(y&(~z&t)))-1*(x&(y&(~z&t)))-6*(~x&(~y&(z&t)))-2*(~x&(y&(z&t)))-6*(x&(y&(z&t))),6*~(~x|(y|(z|t)))+6*~(~x|(~y|(z|t))),6*((x&~z)&~t), 6*((x&~z)&~t),True,0.000180959701538
7*((~(x|(y^z))&~t)|((z^(x|(y|z)))&t))+3*((((y&~z)|~(x|(~y&z)))&~t)|(~(~x|(~y|z))&t))-3*((((x&~y)|~(x^(y^z)))&~t)|((~x&(y|z))&t))-7*~(x|(y|(z|t)))-3*~(x|(~y|(z|t)))+3*~(~x|(y|(z|t)))+3*~(~x|(y|(~z|t)))-4*(~x&(y&(~z&t)))-7*(x&(~y&(~z&t)))+3*(~x&(~y&(z&t)))+3*(~x&(y&(z&t))),7*~(x|(~y|(~z|t)))+10*(x&(y&(~z&t))),7*~(x|(~y|(~z|t)))+10*(x&(y&(~z&t))), 7*~(x|(~y|(~z|t)))+10*(x&(y&(~z&t))),True,0.000227212905884
-11*(((~x&(y|z))&~t)|(((y&z)^~(x&(y^z)))&t))+1*(((y&~(x&z))&~t)|((y&~(x^z))&t))+11*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+12*~(x|(y|(~z|t)))+11*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))+11*(~x&(y&(~z&t)))+11*(x&(~y&(~z&t)))+11*(~x&(~y&(z&t)))+1*(x&(~y&(z&t))),1*((((x^y)|(x^z))&~t)|(~(x^z)&t))-12*(~x&(~y&(~z&t))),1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(~x|(~y|(z|t)))+1*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))-11*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(x&(~y&(z&t)))+1*(x&(y&(z&t))), 1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+1*~(~x|(~y|(z|t)))+1*~(x|(y|(~z|t)))+1*~(x|(~y|(~z|t)))+1*~(~x|(y|(~z|t)))-11*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(x&(~y&(z&t)))+1*(x&(y&(z&t))),True,0.000486850738525
2*((~y&~t)|((~(x^y)&(x^z))&t))-2*(((y^~(~x&(y^z)))&~t)|((y^~(~x&(y^z)))&t))+2*((((y&z)|(~x&(y|z)))&~t)|(((x^y)&(x^z))&t))-4*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-2*~(~x|(~y|(~z|t)))+2*(~x&(~y&(~z&t)))+2*(~x&(y&(~z&t)))-2*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))+2*(x&(~y&(z&t))),2*(~x&(y&(z&t))),2*(~x&(y&(z&t))), 2*(~x&(y&(z&t))),True,0.00019097328186
2*((~(~x&(y&z))&~t)|((y^(x|z))&t))-2*((((x&z)^~(x^(y&z)))&~t)|((y^~(x|z))&t))+2*(((x&~y)&~t)|(((x&z)|(y&~z))&t))-2*~(~x|(~y|(z|t)))-2*~(~x|(~y|(~z|t)))+2*(~x&(~y&(~z&t)))-4*(~x&(y&(~z&t)))-2*(x&(~y&(~z&t)))-2*(~x&(~y&(z&t)))+2*(~x&(y&(z&t)))-4*(x&(~y&(z&t))),2*~(~x|(y|(~z|t)))+4*~(~x|(y|(z|t))),4*~(~x|(y|(z|t)))+2*~(~x|(y|(~z|t))), 4*~(~x|(y|(z|t)))+2*~(~x|(y|(~z|t))),True,0.000277996063232
2*(((z^(~x|(~y|z)))&~t)|(~(x|~z)&t))+1*((~(~x|(y&z))&~t)|((~x&(y|z))&t))-2*(((~z&~(x^y))&~t)|(((x&z)^~(y&~z))&t))-2*((((x&z)|(y&~z))&~t)|(~(x|(y&z))&t))-3*~(~x|(y|(z|t)))+1*~(~x|(y|(~z|t)))+2*~(~x|(~y|(~z|t)))+1*(~x&(y&(~z&t)))+2*(x&(~y&(~z&t)))+1*(~x&(~y&(z&t)))-1*(~x&(y&(z&t))),-4*(~x&(~y&(~z&t)))-3*~(~x|(~y|(z|t))),-3*~(~x|(~y|(z|t)))-4*(~x&(~y&(~z&t))), -3*~(~x|(~y|(z|t)))-4*(~x&(~y&(~z&t))),True,0.000249862670898
11*((~(x&(y&z))&~t)|((z^~(x|~y))&t))-11*(((x^(y^z))&~t)|(~(x&~x)&t))-2*((~(~x|(~y|z))&~t)|((~(x&~y)&~(y^z))&t))-11*~(x|(y|(z|t)))-9*~(~x|(~y|(z|t)))-11*~(x|(~y|(~z|t)))-11*~(~x|(y|(~z|t)))+13*(~x&(~y&(~z&t)))+11*(x&(y&(~z&t)))+13*(~x&(y&(z&t)))+2*(x&(y&(z&t))),-11*(x&(~y&(~z&t)))-11*~(~x|(~y|(~z|t))),-11*(((x&(y&z))&~t)|(~(~x|(y|z))&t)), -11*(((x&(y&z))&~t)|(~(~x|(y|z))&t)),True,0.000210046768188
7*((((x|~y)&(x^(y^z)))&~t)|((z&~(x&~y))&t))-1*(((z^(~x&(y|z)))&~t)|(~(y&~z)&t))+7*~(x|(~y|(z|t)))-1*~(~x|(y|(z|t)))+6*~(~x|(~y|(z|t)))-7*~(x|(y|(~z|t)))+1*~(~x|(y|(~z|t)))+7*(~x&(~y&(~z&t)))+7*(x&(~y&(~z&t)))+6*(x&(y&(~z&t)))+7*(x&(~y&(z&t))),6*((((y&~z)|~(~x|(~y&z)))&~t)|((x|(~y|z))&t)),6*((((y&~z)|~(~x|(~y&z)))&~t)|((x|(~y|z))&t)), 6*((((y&~z)|~(~x|(~y&z)))&~t)|((x|(~y|z))&t)),True,0.000221014022827
-6*(((x&y)&~t)|((~(x|y)|~(x^(y^z)))&t))+2*(((z&~(x&y))&~t)|((z&~(x&~y))&t))-1*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))+6*(~x&(~y&(~z&t)))-1*(x&(y&(~z&t)))-3*(~x&(~y&(z&t)))-1*(x&(~y&(z&t)))-9*(x&(y&(z&t))),3*(~x&(y&(z&t)))-7*(((x&y)&~t)|((z|(x&y))&t)),-7*~(~x|(~y|(z|t)))-7*~(~x|(~y|(~z|t)))-7*(x&(y&(~z&t)))-7*(~x&(~y&(z&t)))-4*(~x&(y&(z&t)))-7*(x&(~y&(z&t)))-7*(x&(y&(z&t))), -7*~(~x|(~y|(z|t)))-7*~(~x|(~y|(~z|t)))-7*(x&(y&(~z&t)))-7*(~x&(~y&(z&t)))-4*(~x&(y&(z&t)))-7*(x&(~y&(z&t)))-7*(x&(y&(z&t))),True,0.000427007675171
-1*((((y&z)^~(~x&(y^z)))&~t)|((x&y)&t))-2*((~y&~t)|(((x|~y)&(x^(y^z)))&t))-4*~(x|(y|(z|t)))-7*~(x|(~y|(z|t)))+3*~(~x|(y|(z|t)))+1*~(~x|(~y|(z|t)))-7*~(x|(~y|(~z|t)))+3*~(~x|(y|(~z|t)))+2*(x&(~y&(~z&t)))-6*(x&(y&(~z&t)))-5*(~x&(~y&(z&t)))-4*(x&(y&(z&t))),-7*((~(x|(~y&z))&~t)|((y^(~x&(y|z)))&t))-2*~(x|(y|(~z|t))),-7*~(x|(y|(z|t)))-7*~(x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-7*~(x|(~y|(~z|t)))-7*(x&(y&(~z&t)))-7*(~x&(~y&(z&t)))-7*(x&(y&(z&t))), -7*~(x|(y|(z|t)))-7*~(x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-7*~(x|(~y|(~z|t)))-7*(x&(y&(~z&t)))-7*(~x&(~y&(z&t)))-7*(x&(y&(z&t))),True,0.000431060791016
5*(((y^(~x&(y^z)))&~t)|((y^~(~x&(y&z)))&t))+2*((~(x|y)&~t)|((y^~(x&~z))&t))-5*((~(~x&(y^z))&~t)|(((y&~z)^(x|(y^z)))&t))+3*~(x|(y|(z|t)))+5*~(~x|(y|(z|t)))-7*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))-7*(~x&(~y&(~z&t)))-2*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))-5*(~x&(y&(z&t)))+5*(x&(y&(z&t))),2*(x&(~y&(z&t))),2*(x&(~y&(z&t))), 2*(x&(~y&(z&t))),True,0.000191926956177
2*(((x|(~y&z))&~t)|((z&(x^y))&t))-2*(((~(x|~y)|~(y^z))&~t)|(((x|y)&(y^z))&t))-7*(((y&~z)&~t)|((~x&(y|z))&t))+2*~(x|(y|(z|t)))+9*~(x|(~y|(z|t)))+5*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))+2*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))+9*(~x&(y&(~z&t)))+2*(x&(y&(~z&t)))+5*(~x&(y&(z&t))),-7*(~x&(~y&(z&t))),-7*(~x&(~y&(z&t))), -7*(~x&(~y&(z&t))),True,0.000189065933228
-1*(((y^~(x|~z))&~t)|((z^~(x&(~y|z)))&t))-5*((((y&~z)^(x|(y^z)))&~t)|((z&(x|~y))&t))+1*(((y^~(x&(y|z)))&~t)|((z^(x|y))&t))-1*~(x|(y|(z|t)))+4*~(~x|(y|(z|t)))+5*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))+5*~(~x|(~y|(~z|t)))+1*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))+4*(~x&(~y&(z&t)))+6*(x&(~y&(z&t))),-6*(x&(y&(z&t)))-1*~(x|(~y|(z|t))),-1*~(x|(~y|(z|t)))-6*(x&(y&(z&t))), -1*~(x|(~y|(z|t)))-6*(x&(y&(z&t))),True,0.000236034393311
-1*((((y&z)^~(~x&(y^z)))&~t)|(((x|~y)&~(y^z))&t))+4*(((~(x|y)|(y^z))&~t)|((x^(y^z))&t))-3*~(x|(y|(z|t)))-3*~(x|(~y|(z|t)))+2*~(~x|(y|(z|t)))-4*~(x|(y|(~z|t)))-3*~(~x|(y|(~z|t)))+2*(~x&(~y&(~z&t)))-3*(~x&(y&(~z&t)))-3*(x&(~y&(~z&t)))-3*(~x&(~y&(z&t)))-2*(x&(y&(z&t))),2*~(~x|(~y|(z|t)))+1*(((z^(x|(y|z)))&~t)|(~(x^(y&z))&t)),1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+3*~(~x|(~y|(z|t)))+1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(x&(y&(z&t))), 1*~(x|(~y|(z|t)))+1*~(~x|(y|(z|t)))+3*~(~x|(~y|(z|t)))+1*(~x&(~y&(~z&t)))+1*(~x&(y&(~z&t)))+1*(~x&(~y&(z&t)))+1*(x&(y&(z&t))),True,0.000381231307983
-1*(((~y|(x^z))&~t)|(~(y|~z)&t))+4*(((z^~(x|y))&~t)|(((x&y)|~(y|z))&t))-3*~(x|(y|(z|t)))+1*~(~x|(y|(z|t)))-4*~(x|(~y|(~z|t)))-3*~(~x|(y|(~z|t)))-4*~(~x|(~y|(~z|t)))-4*(~x&(~y&(~z&t)))-5*(x&(~y&(~z&t)))-1*(~x&(y&(z&t)))+1*(x&(~y&(z&t)))-4*(x&(y&(z&t))),-1*(((z^(x&(y|z)))&~t)|((x^z)&t))+5*(x&(y&(~z&t))),-1*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-1*(x&(~y&(~z&t)))+4*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(~x&(y&(z&t))), -1*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-1*(x&(~y&(~z&t)))+4*(x&(y&(~z&t)))-1*(~x&(~y&(z&t)))-1*(~x&(y&(z&t))),True,0.000394105911255
1*((~(x&~y)&~t)|(((y&z)^~(x&(y^z)))&t))-1*(((~(x^y)&~(x^z))&~t)|(((x&y)|(y^z))&t))+1*(((y^(x&(~y|z)))&~t)|((y&(x^z))&t))-1*~(~x|(y|(z|t)))-2*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))-1*(~x&(~y&(~z&t)))-1*(x&(~y&(~z&t)))-1*(~x&(y&(z&t)))+1*(x&(~y&(z&t))),2*~(x|(~y|(z|t)))-1*(x&(y&(z&t))),2*~(x|(~y|(z|t)))-1*(x&(y&(z&t))), 2*~(x|(~y|(z|t)))-1*(x&(y&(z&t))),True,0.000230073928833
1*((((y&~z)^(x|(y^z)))&~t)|((y^~(x|(y&z)))&t))-1*(((x^(~y&z))&~t)|((y^~(x|(~y&z)))&t))+5*(((~(x|y)|~(x^(y^z)))&~t)|((x|(~y&z))&t))-5*~(x|(y|(z|t)))-4*~(~x|(~y|(z|t)))-6*~(~x|(y|(~z|t)))-5*(x&(~y&(~z&t)))-5*(x&(y&(~z&t)))-6*(~x&(~y&(z&t)))-1*(~x&(y&(z&t)))-5*(x&(~y&(z&t)))-5*(x&(y&(z&t))),5*~(x|(~y|(~z|t)))+5*~(x|(y|(~z|t))),5*~((x|~z)|t), 5*~((x|~z)|t),True,0.000184059143066
5*(((y^z)&~t)|(((x&y)^~(x^(y&z)))&t))-2*((~(x|z)&~t)|((z&(x|~y))&t))-5*((~y&~t)|((z^~(x&y))&t))+7*((((x|~y)&~(y^z))&~t)|((y^~(x|z))&t))-3*~(x|(~y|(z|t)))-5*~(~x|(~y|(z|t)))-7*~(~x|(~y|(~z|t)))+5*(x&(~y&(~z&t)))-12*(x&(y&(~z&t)))-3*(~x&(~y&(z&t)))-7*(~x&(y&(z&t)))+2*(x&(~y&(z&t))),2*~(~x|(y|(z|t)))+7*(~x&(~y&(~z&t))),2*~(~x|(y|(z|t)))+7*(~x&(~y&(~z&t))), 2*~(~x|(y|(z|t)))+7*(~x&(~y&(~z&t))),True,0.000231027603149
2*(((z^(~x|(~y&z)))&~t)|((y|~(x|~z))&t))-2*((((x&z)^~(y&~z))&~t)|((x|(y&z))&t))-5*(((z^~(x|y))&~t)|((y^(x|(y|z)))&t))+5*~(x|(y|(z|t)))-2*~(x|(~y|(z|t)))+2*~(~x|(y|(z|t)))+2*~(x|(y|(~z|t)))+5*~(~x|(y|(~z|t)))+3*~(~x|(~y|(~z|t)))-2*(~x&(y&(~z&t)))+7*(x&(~y&(~z&t)))+7*(x&(~y&(z&t))),-7*~(x|(~y|(~z|t)))-3*(~x&(~y&(z&t))),-7*~(x|(~y|(~z|t)))-3*(~x&(~y&(z&t))), -7*~(x|(~y|(~z|t)))-3*(~x&(~y&(z&t))),True,0.000243902206421
11*((~x&~t)|((y|~(x|z))&t))+5*((((x|y)&(x^(y^z)))&~t)|(~(x|(~y&z))&t))-11*~(x|(y|(z|t)))-11*~(x|(~y|(z|t)))+5*~(~x|(~y|(z|t)))-11*~(x|(y|(~z|t)))-11*~(x|(~y|(~z|t)))-5*~(~x|(~y|(~z|t)))-16*(~x&(~y&(~z&t)))-16*(~x&(y&(~z&t)))-11*(x&(y&(~z&t)))-11*(~x&(y&(z&t))),5*(((z^(x|(y|z)))&~t)|((~x&(y&z))&t))+11*(x&(y&(z&t))),5*~(x|(~y|(z|t)))+5*~(~x|(y|(z|t)))+5*~(~x|(~y|(z|t)))+5*(~x&(y&(z&t)))+11*(x&(y&(z&t))), 5*~(x|(~y|(z|t)))+5*~(~x|(y|(z|t)))+5*~(~x|(~y|(z|t)))+5*(~x&(y&(z&t)))+11*(x&(y&(z&t))),True,0.000306129455566
2*((((x|~y)&~(y^z))&~t)|((y^(x&~z))&t))-1*((~(x|z)&~t)|((x^(~y|z))&t))+4*((~(~x|(y|z))&~t)|((y^(x|~z))&t))-1*~(x|(y|(z|t)))+3*~(x|(~y|(z|t)))-6*~(~x|(y|(z|t)))-3*(~x&(~y&(~z&t)))-2*(~x&(y&(~z&t)))+1*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))-3*(~x&(y&(z&t)))-4*(x&(~y&(z&t))),4*(x&(~y&(~z&t)))+2*(((y&~(x^z))&~t)|(((x|y)&~(y^z))&t)),2*~(x|(~y|(z|t)))+2*~(~x|(~y|(~z|t)))+6*(x&(~y&(~z&t)))+2*(~x&(y&(z&t)))+2*(x&(y&(z&t))), 2*~(x|(~y|(z|t)))+2*~(~x|(~y|(~z|t)))+6*(x&(~y&(~z&t)))+2*(~x&(y&(z&t)))+2*(x&(y&(z&t))),True,0.000302076339722
5*(((y^(x&(y^z)))&~t)|((~(x|~y)|(y^z))&t))-5*(((~(x&y)&(y^z))&~t)|((z&(x|~y))&t))-5*(((y|(x^z))&~t)|((y^(x&~z))&t))-5*(((x|(~y|z))&~t)|((z^(x|(~y&z)))&t))+5*~(x|(~y|(z|t)))+10*~(~x|(y|(z|t)))+10*~(~x|(~y|(z|t)))+15*~(x|(y|(~z|t)))+5*~(x|(~y|(~z|t)))+5*~(~x|(y|(~z|t)))+5*~(~x|(~y|(~z|t)))+10*(x&(~y&(~z&t)))+5*(~x&(y&(z&t))),-10*(x&(y&(z&t)))-5*~(x|(y|(z|t))),-5*~(x|(y|(z|t)))-10*(x&(y&(z&t))), -5*~(x|(y|(z|t)))-10*(x&(y&(z&t))),True,0.000244855880737
5*((~(~x&(y^z))&~t)|(~(x&z)&t))+5*(((x|(y&z))&~t)|((x^(y|z))&t))+2*~(x|(y|(z|t)))-10*~(~x|(y|(z|t)))-10*~(~x|(~y|(z|t)))-3*~(x|(~y|(~z|t)))-3*~(~x|(y|(~z|t)))-10*~(~x|(~y|(~z|t)))-5*(~x&(~y&(~z&t)))-10*(~x&(y&(~z&t)))-3*(x&(~y&(~z&t)))+2*(x&(y&(~z&t)))-10*(~x&(y&(z&t))),7*(((~(x&y)&~(x^(y^z)))&~t)|((x&~z)&t))+10*(~x&(~y&(z&t))),7*~(x|(y|(z|t)))+7*~(x|(~y|(~z|t)))+7*~(~x|(y|(~z|t)))+7*(x&(~y&(~z&t)))+7*(x&(y&(~z&t)))+10*(~x&(~y&(z&t))), 7*~(x|(y|(z|t)))+7*~(x|(~y|(~z|t)))+7*~(~x|(y|(~z|t)))+7*(x&(~y&(~z&t)))+7*(x&(y&(~z&t)))+10*(~x&(~y&(z&t))),True,0.000334024429321
5*(((z^~(x|(y&z)))&~t)|((y^(~x&(y^z)))&t))+7*(((x&(~y&z))&~t)|((y^(x&(y|z)))&t))+1*~(x|(y|(z|t)))-5*~(x|(~y|(z|t)))+1*~(x|(~y|(~z|t)))-12*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))-1*(~x&(y&(~z&t)))+6*(x&(~y&(~z&t)))-5*(x&(y&(~z&t)))+1*(~x&(~y&(z&t)))-7*(x&(~y&(z&t)))+1*(x&(y&(z&t))),6*(((~(x&~y)&~(y^z))&~t)|((~(x|~y)|(x^(y^z)))&t))+6*(~x&(y&(z&t))),6*~(x|(y|(z|t)))+6*~(x|(~y|(~z|t)))+6*~(~x|(~y|(~z|t)))+6*(~x&(y&(~z&t)))+6*(x&(~y&(~z&t)))+6*(~x&(~y&(z&t)))+12*(~x&(y&(z&t)))+6*(x&(y&(z&t))), 6*~(x|(y|(z|t)))+6*~(x|(~y|(~z|t)))+6*~(~x|(~y|(~z|t)))+6*(~x&(y&(~z&t)))+6*(x&(~y&(~z&t)))+6*(~x&(~y&(z&t)))+12*(~x&(y&(z&t)))+6*(x&(y&(z&t))),True,0.000380992889404
1*((~(y^z)&~t)|((z^(x|(~y|z)))&t))-2*((~(x|z)&~t)|((z^~(~x|(~y&z)))&t))-1*~(x|(y|(z|t)))-3*~(~x|(y|(z|t)))-2*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))-2*~(~x|(y|(~z|t)))-1*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))+1*(x&(~y&(~z&t)))+1*(x&(y&(~z&t)))+2*(~x&(~y&(z&t))),-2*~(x|(~y|(z|t)))-2*(((y^(~x|(~y|z)))&~t)|((z&(x^y))&t)),-2*((~(y&z)&~t)|((z&(x^y))&t)), -2*((~(y&z)&~t)|((z&(x^y))&t)),True,0.000214099884033
2*(((y&(x^z))&~t)|((y^~(x|(y&z)))&t))+1*(((~(x|y)|~(x^(y^z)))&~t)|(((x&z)^~(y&~z))&t))-1*((~(~x&(y^z))&~t)|(~(~x|(y^z))&t))-11*((((y&~z)|~(~x|(~y&z)))&~t)|((~(x&~y)&~(x^(y^z)))&t))+11*~(x|(~y|(z|t)))+12*~(~x|(y|(z|t)))+9*~(~x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))+12*~(~x|(~y|(~z|t)))+8*(~x&(~y&(~z&t)))+9*(x&(y&(~z&t)))-3*(~x&(~y&(z&t))),1*(x&(y&(z&t)))-8*(~x&(y&(z&t))),-8*(~x&(y&(z&t)))+1*(x&(y&(z&t))), -8*(~x&(y&(z&t)))+1*(x&(y&(z&t))),True,0.000216960906982
-11*((z&~t)|((y^~(x&(y^z)))&t))+11*(((y|z)&~t)|((x|(y|z))&t))-2*(((y^~(x&~z))&~t)|((y^~(x|z))&t))-11*(((z^~(x&(~y&z)))&~t)|((z|~(x|~y))&t))+13*~(x|(y|(z|t)))+11*~(~x|(y|(z|t)))+2*~(~x|(~y|(z|t)))+13*~(~x|(y|(~z|t)))+13*(~x&(~y&(~z&t)))+2*(x&(y&(~z&t)))+11*(~x&(~y&(z&t)))+2*(~x&(y&(z&t)))+2*(x&(y&(z&t))),-2*~(x|(y|(~z|t))),-2*~(x|(y|(~z|t))), -2*~(x|(y|(~z|t))),True,0.000190019607544
4*((~(~x|(y&z))&~t)|(((x&y)^(y|z))&t))-11*(((x&~y)&~t)|((x^(y&z))&t))+2*(((x|(y|z))&~t)|((~(x&y)&(y^z))&t))+5*(((y^z)&~t)|((y^(x|(~y&z)))&t))-7*~(x|(~y|(z|t)))+5*~(~x|(y|(z|t)))-11*~(~x|(~y|(z|t)))-7*~(x|(y|(~z|t)))-2*~(~x|(~y|(~z|t)))-11*(~x&(y&(~z&t)))+6*(x&(~y&(~z&t)))+11*(x&(y&(~z&t)))-11*(~x&(~y&(z&t))),2*~(x|(~y|(~z|t)))-2*(~x&(y&(z&t))),2*~(x|(~y|(~z|t)))-2*(~x&(y&(z&t))), 2*~(x|(~y|(~z|t)))-2*(~x&(y&(z&t))),True,0.000237941741943
1*((((x&y)^(y|z))&~t)|((y^~(~x&(~y|z)))&t))-3*(((~(x^y)&~(x^z))&~t)|((z^(x|(y&z)))&t))+3*((~(x|(~y|z))&~t)|((y^(~x|(~y&z)))&t))+3*~(x|(y|(z|t)))-4*~(x|(~y|(z|t)))-1*~(x|(y|(~z|t)))-1*~(x|(~y|(~z|t)))+3*~(~x|(~y|(~z|t)))-3*(~x&(~y&(~z&t)))+2*(x&(~y&(~z&t)))-1*(~x&(y&(z&t)))-4*(x&(~y&(z&t)))-3*(x&(y&(z&t))),1*~(~x|(y|(~z|t))),1*~(~x|(y|(~z|t))), 1*~(~x|(y|(~z|t))),True,0.00019097328186
-6*(((x^(~y|z))&~t)|((y^(~x|(y^z)))&t))-2*(((y|z)&~t)|((~x&(~y|z))&t))+2*(((z^~(~x|(~y&z)))&~t)|((y^(x&(y|z)))&t))+6*~(x|(y|(z|t)))+2*~(x|(~y|(z|t)))-2*~(~x|(y|(z|t)))+6*~(~x|(~y|(z|t)))+6*~(x|(y|(~z|t)))+6*~(x|(~y|(~z|t)))+2*~(~x|(~y|(~z|t)))-2*(~x&(y&(~z&t)))+8*(~x&(~y&(z&t)))+6*(x&(y&(z&t))),-4*(x&(~y&(z&t)))-8*(~x&(~y&(~z&t))),-8*(~x&(~y&(~z&t)))-4*(x&(~y&(z&t))), -8*(~x&(~y&(~z&t)))-4*(x&(~y&(z&t))),True,0.000241994857788
-6*((~(x|(y&z))&~t)|((y^~(~x&(~y&z)))&t))+2*(((~(x|y)|~(y^z))&~t)|(((x|~y)&~(y^z))&t))-11*((~(~x|(y^z))&~t)|((z^~(x&(y|z)))&t))+6*~(x|(~y|(z|t)))+9*~(~x|(y|(z|t)))+4*~(x|(y|(~z|t)))-2*~(x|(~y|(~z|t)))+9*~(~x|(~y|(~z|t)))+15*(~x&(~y&(~z&t)))+11*(~x&(y&(~z&t)))+15*(x&(~y&(~z&t)))+17*(x&(~y&(z&t)))+9*(x&(y&(z&t))),-4*~(x|(y|(z|t))),-4*~(x|(y|(z|t))), -4*~(x|(y|(z|t))),True,0.00019097328186
